airplaneID AirlineID fromAirport toAirport
31267 41266 HU FOC HFE
31268 41267 HU FOC HKG
31269 41268 HU FOC NKG
31270 41269 HU FOC PEK
31271 41270 HU FOC XIY
31272 41271 HU FRA TXL
31273 41272 HU GOT TXL
31274 41273 HU GVA AUH
31275 41274 HU GVA BRU
31276 41275 HU HAK CAN
31277 41276 HU HAK CGO
31278 41277 HU HAK CIH
31279 41278 HU HAK CKG
31280 41279 HU HAK CSX
31281 41280 HU HAK CTU
31282 41281 HU HAK FOC
31283 41282 HU HAK HFE
31284 41283 HU HAK HGH
31285 41284 HU HAK HKG
31286 41285 HU HAK KHN
31287 41286 HU HAK KMG
31288 41287 HU HAK KWE
31289 41288 HU HAK KWL
31290 41289 HU HAK NKG
31291 41290 HU HAK NNG
31292 41291 HU HAK PEK
31293 41292 HU HAK PVG
31294 41293 HU HAK SIN
31295 41294 HU HAK SZX
31296 41295 HU HAK TPE
31297 41296 HU HAK TYN
31298 41297 HU HAK WUH
31299 41298 HU HAK XMN
31300 41299 HU HET CGO
31301 41300 HU HET CSX
31302 41301 HU HET HRB
31303 41302 HU HET PEK
31304 41303 HU HET XIY
31305 41304 HU HFE CAN
31306 41305 HU HFE DLC
31307 41306 HU HFE FOC
31308 41307 HU HFE HAK
31309 41308 HU HFE HRB
31310 41309 HU HFE LHW
31311 41310 HU HFE SYX
31312 41311 HU HFE SZX
31313 41312 HU HFE TYN
31314 41313 HU HFE XMN
31315 41314 HU HGH CAN
31316 41315 HU HGH CGO
31317 41316 HU HGH CKG
31318 41317 HU HGH CSX
31319 41318 HU HGH HAK
31320 41319 HU HGH HKG
31321 41320 HU HGH JNZ
31322 41321 HU HGH PEK
31323 41322 HU HGH SHE
31324 41323 HU HGH SYX
31325 41324 HU HGH SZX
31326 41325 HU HGH TYN
31327 41326 HU HGH WEF
31328 41327 HU HGH WUH
31329 41328 HU HGH XIY
31330 41329 HU HKG CKG
31331 41330 HU HKG CTU
31332 41331 HU HKG FOC
31333 41332 HU HKG HAK
31334 41333 HU HKG HGH
31335 41334 HU HKG NKG
31336 41335 HU HKG PEK
31337 41336 HU HKT PEK
31338 41337 HU HLD PEK
31339 41338 HU HRB DOY
31340 41339 HU HRB HET
31341 41340 HU HRB HFE
31342 41341 HU HRB KHN
31343 41342 HU HRB PEK
31344 41343 HU HRB TAO
31345 41344 HU HRB TNA
31346 41345 HU HRB TSN
31347 41346 HU HTA NZH
31348 41347 HU IKT NZH
31349 41348 HU INC XIY
31350 41349 HU JMU DLC
31351 41350 HU JMU PEK
31352 41351 HU JNB AUH
31353 41352 HU JNZ HGH
31354 41353 HU JZH CTU
31355 41354 HU KHG URC
31356 41355 HU KHN CAN
31357 41356 HU KHN HAK
31358 41357 HU KHN HRB
31359 41358 HU KHN PEK
31360 41359 HU KHN SHE
31361 41360 HU KHN XIY
31362 41361 HU KHN XMN
31363 41362 HU KHV PEK
31364 41363 HU KJA PEK
31365 41364 HU KMG HAK
31366 41365 HU KMG PEK
31367 41366 HU KMG SZX
31368 41367 HU KMG XIY
31369 41368 HU KRL CGO
31370 41369 HU KRL URC
31371 41370 HU KRT AUH
31372 41371 HU KWE CAN
31373 41372 HU KWE CGO
31374 41373 HU KWE HAK
31375 41374 HU KWE PEK
31376 41375 HU KWE SYX
31377 41376 HU KWE SZX
31378 41377 HU KWE WUH
31379 41378 HU KWL CGO
31380 41379 HU KWL CKG
31381 41380 HU KWL HAK
31382 41381 HU KWL PEK
31383 41382 HU KWL TYN
31384 41383 HU LAX PVG
31385 41384 HU LED PEK
31386 41385 HU LHW CKG
31387 41386 HU LHW CSX
31388 41387 HU LHW HFE
31389 41388 HU LHW PEK
31390 41389 HU LHW PVG
31391 41390 HU LHW SZX
31392 41391 HU LHW TPE
31393 41392 HU LHW TSN
31394 41393 HU LHW URC
31395 41394 HU LHW XIY
31396 41395 HU LYI SZX
31397 41396 HU MAD BRU
31398 41397 HU MDG PEK
31399 41398 HU MLE PEK
31400 41399 HU MUC TXL
31401 41400 HU MXP BRU
31402 41401 HU NBO AUH
31403 41402 HU NDG PEK
31404 41403 HU NGB CAN
31405 41404 HU NGB CSX
31406 41405 HU NGB DLC
31407 41406 HU NGB PEK
31408 41407 HU NGB SZX
31409 41408 HU NGB TAO
31410 41409 HU NGB WEF
31411 41410 HU NKG CAN
31412 41411 HU NKG DLC
31413 41412 HU NKG FOC
31414 41413 HU NKG HAK
31415 41414 HU NKG HKG
31416 41415 HU NKG SZX
31417 41416 HU NKG XIY
31418 41417 HU NNG BKK
31419 41418 HU NNG CSX
31420 41419 HU NNG HAK
31421 41420 HU NNG PEK
31422 41421 HU NUE TXL
31423 41422 HU NZH HTA
31424 41423 HU NZH IKT
31425 41424 HU NZH PEK
31426 41425 HU ORD PEK
31427 41426 HU ORD PVG
31428 41427 HU OSL TXL
31429 41428 HU OVB PEK
31430 41429 HU OVB URC
31431 41430 HU PEK ALA
31432 41431 HU PEK AUH
31433 41432 HU PEK BAV
31434 41433 HU PEK BKK
31435 41434 HU PEK BRU
31436 41435 HU PEK CAN
31437 41436 HU PEK CGQ
31438 41437 HU PEK CIH
31439 41438 HU PEK CKG
31440 41439 HU PEK CSX
31441 41440 HU PEK CTU
31442 41441 HU PEK DLC
31443 41442 HU PEK DOY
31444 41443 HU PEK ENY
31445 41444 HU PEK FOC
31446 41445 HU PEK HAK
31447 41446 HU PEK HET
31448 41447 HU PEK HGH
31449 41448 HU PEK HKG
31450 41449 HU PEK HKT
31451 41450 HU PEK HLD
31452 41451 HU PEK HRB
31453 41452 HU PEK INC
31454 41453 HU PEK JMU
31455 41454 HU PEK KHN
31456 41455 HU PEK KHV
31457 41456 HU PEK KJA
31458 41457 HU PEK KMG
31459 41458 HU PEK KWE
31460 41459 HU PEK KWL
31461 41460 HU PEK LED
31462 41461 HU PEK LHW
31463 41462 HU PEK MDG
31464 41463 HU PEK MLE
31465 41464 HU PEK NDG
31466 41465 HU PEK NGB
31467 41466 HU PEK NNG
31468 41467 HU PEK NZH
31469 41468 HU PEK ORD
31470 41469 HU PEK OVB
31471 41470 HU PEK PUS
31472 41471 HU PEK SEA
31473 41472 HU PEK SHA
31474 41473 HU PEK SVO
31475 41474 HU PEK SYX
31476 41475 HU PEK SZX
31477 41476 HU PEK TPE
31478 41477 HU PEK TXL
31479 41478 HU PEK URC
31480 41479 HU PEK UYN
31481 41480 HU PEK WEF
31482 41481 HU PEK WNZ
31483 41482 HU PEK WUA
31484 41483 HU PEK WUH
31485 41484 HU PEK XIY
31486 41485 HU PEK XMN
31487 41486 HU PEK XNN
31488 41487 HU PEK YIH
31489 41488 HU PEK YYZ
31490 41489 HU PUS PEK
31491 41490 HU PVG AUH
31492 41491 HU PVG HAK
31493 41492 HU PVG LAX
31494 41493 HU PVG LHW
31495 41494 HU PVG ORD
31496 41495 HU PVG TYN
31497 41496 HU PVG WEF
31498 41497 HU PVG XIY
31499 41498 HU SCN TXL
31500 41499 HU SEA PEK
31501 41500 HU SHA PEK
31502 41501 HU SHA TSN
31503 41502 HU SHA TYN
31504 41503 HU SHA URC
31505 41504 HU SHE HGH
31506 41505 HU SHE KHN
31507 41506 HU SHE TAO
31508 41507 HU SHE TNA
31509 41508 HU SHE WEF
31510 41509 HU SHE XMN
31511 41510 HU SIN HAK
31512 41511 HU SJW SZX
31513 41512 HU STR TXL
31514 41513 HU SVO PEK
31515 41514 HU SYX CAN
31516 41515 HU SYX CGO
31517 41516 HU SYX CKG
31518 41517 HU SYX CSX
31519 41518 HU SYX HFE
31520 41519 HU SYX HGH
31521 41520 HU SYX KWE
31522 41521 HU SYX PEK
31523 41522 HU SYX SZX
31524 41523 HU SYX TNA
31525 41524 HU SYX XIY
31526 41525 HU SZX CGO
31527 41526 HU SZX CKG
31528 41527 HU SZX CTU
31529 41528 HU SZX HAK
31530 41529 HU SZX HFE
31531 41530 HU SZX HGH
31532 41531 HU SZX KMG
31533 41532 HU SZX KWE
31534 41533 HU SZX LHW
31535 41534 HU SZX LYI
31536 41535 HU SZX NGB
31537 41536 HU SZX NKG
31538 41537 HU SZX PEK
31539 41538 HU SZX SJW
31540 41539 HU SZX SYX
31541 41540 HU SZX TNA
31542 41541 HU SZX TSN
31543 41542 HU SZX TYN
31544 41543 HU SZX URC
31545 41544 HU SZX XFN
31546 41545 HU SZX XIY
31547 41546 HU SZX XUZ
31548 41547 HU SZX YIH
31549 41548 HU TAO CAN
31550 41549 HU TAO HRB
31551 41550 HU TAO NGB
31552 41551 HU TAO SHE
31553 41552 HU TAO WUH
31554 41553 HU TAO XIY
31555 41554 HU TNA CSX
31556 41555 HU TNA HRB
31557 41556 HU TNA SHE
31558 41557 HU TNA SYX
31559 41558 HU TNA SZX
31560 41559 HU TNA XIY
31561 41560 HU TPE CAN
31562 41561 HU TPE DLC
31563 41562 HU TPE HAK
31564 41563 HU TPE LHW
31565 41564 HU TPE PEK
31566 41565 HU TPE XIY
31567 41566 HU TSN CAN
31568 41567 HU TSN CIH
31569 41568 HU TSN HRB
31570 41569 HU TSN LHW
31571 41570 HU TSN SHA
31572 41571 HU TSN SZX
31573 41572 HU TVS CAN
31574 41573 HU TXL ARN
31575 41574 HU TXL BRU
31576 41575 HU TXL CGN
31577 41576 HU TXL CPH
31578 41577 HU TXL DUS
31579 41578 HU TXL FKB
31580 41579 HU TXL FRA
31581 41580 HU TXL GOT
31582 41581 HU TXL MUC
31583 41582 HU TXL NUE
31584 41583 HU TXL OSL
31585 41584 HU TXL PEK
31586 41585 HU TXL SCN
31587 41586 HU TXL STR
31588 41587 HU TXL VIE
31589 41588 HU TXL ZRH
31590 41589 HU TYN CAN
31591 41590 HU TYN CIH
31592 41591 HU TYN CSX
31593 41592 HU TYN DLC
31594 41593 HU TYN HAK
31595 41594 HU TYN HFE
31596 41595 HU TYN HGH
31597 41596 HU TYN KWL
31598 41597 HU TYN PVG
31599 41598 HU TYN SHA
31600 41599 HU TYN SZX
31601 41600 HU URC AKU
31602 41601 HU URC CAN
31603 41602 HU URC CGO
31604 41603 HU URC CKG
31605 41604 HU URC CTU
31606 41605 HU URC KHG
31607 41606 HU URC KRL
31608 41607 HU URC LHW
31609 41608 HU URC OVB
31610 41609 HU URC PEK
31611 41610 HU URC SHA
31612 41611 HU URC SZX
31613 41612 HU URC WUH
31614 41613 HU URC XIY
31615 41614 HU UYN PEK
31616 41615 HU VIE TXL
31617 41616 HU WEF CAN
31618 41617 HU WEF DLC
31619 41618 HU WEF HGH
31620 41619 HU WEF NGB
31621 41620 HU WEF PEK
31622 41621 HU WEF PVG
31623 41622 HU WEF SHE
31624 41623 HU WNZ CAN
31625 41624 HU WNZ CKG
31626 41625 HU WNZ PEK
31627 41626 HU WNZ WUH
31628 41627 HU WUA PEK
31629 41628 HU WUA XIY
31630 41629 HU WUH DLC
31631 41630 HU WUH HAK
31632 41631 HU WUH HGH
31633 41632 HU WUH KWE
31634 41633 HU WUH PEK
31635 41634 HU WUH TAO
31636 41635 HU WUH URC
31637 41636 HU WUH WNZ
31638 41637 HU WUH XIY
31639 41638 HU XFN SZX
31640 41639 HU XIY CAN
31641 41640 HU XIY CKG
31642 41641 HU XIY CSX
31643 41642 HU XIY CTU
31644 41643 HU XIY DLC
31645 41644 HU XIY FOC
31646 41645 HU XIY HET
31647 41646 HU XIY HGH
31648 41647 HU XIY INC
31649 41648 HU XIY KHN
31650 41649 HU XIY KMG
31651 41650 HU XIY LHW
31652 41651 HU XIY NKG
31653 41652 HU XIY PEK
31654 41653 HU XIY PVG
31655 41654 HU XIY SYX
31656 41655 HU XIY SZX
31657 41656 HU XIY TAO
31658 41657 HU XIY TNA
31659 41658 HU XIY TPE
31660 41659 HU XIY URC
31661 41660 HU XIY WUA
31662 41661 HU XIY WUH
31663 41662 HU XIY XMN
31664 41663 HU XIY XNN
31665 41664 HU XIY YIW
31666 41665 HU XMN CGO
31667 41666 HU XMN CIH
31668 41667 HU XMN CSX
31669 41668 HU XMN HAK
31670 41669 HU XMN HFE
31671 41670 HU XMN KHN
31672 41671 HU XMN PEK
31673 41672 HU XMN SHE
31674 41673 HU XMN XIY
31675 41674 HU XMN XUZ
31676 41675 HU XNN CKG
31677 41676 HU XNN PEK
31678 41677 HU XNN XIY
31679 41678 HU XUZ CSX
31680 41679 HU XUZ SZX
31681 41680 HU XUZ XMN
31682 41681 HU YIH CAN
31683 41682 HU YIH PEK
31684 41683 HU YIH SZX
31685 41684 HU YIW XIY
31686 41685 HU YYZ PEK
31687 41686 HU ZRH TXL
31688 41687 HV ACE AMS
31689 41688 HV ADB AMS
31690 41689 HV AGA AMS
31691 41690 HV AGP AMS
31692 41691 HV AGP EIN
31693 41692 HV AGP RTM
31694 41693 HV AJA OLB
31695 41694 HV ALC AMS
31696 41695 HV ALC EIN
31697 41696 HV ALC RTM
31698 41697 HV AMS ACE
31699 41698 HV AMS ADB
31700 41699 HV AMS AGP
31701 41700 HV AMS AJA
31702 41701 HV AMS ALC
31703 41702 HV AMS ATH
31704 41703 HV AMS AYT
31705 41704 HV AMS BCN
31706 41705 HV AMS BJV
31707 41706 HV AMS BRI
31708 41707 HV AMS CFU
31709 41708 HV AMS CHQ
31710 41709 HV AMS CMN
31711 41710 HV AMS CTA
31712 41711 HV AMS DLM
31713 41712 HV AMS EBL
31714 41713 HV AMS FAO
31715 41714 HV AMS FNC
31716 41715 HV AMS FUE
31717 41716 HV AMS GRO
31718 41717 HV AMS HER
31719 41718 HV AMS IBZ
31720 41719 HV AMS INN
31721 41720 HV AMS JKH
31722 41721 HV AMS JMK
31723 41722 HV AMS JTR
31724 41723 HV AMS KGS
31725 41724 HV AMS KIT
31726 41725 HV AMS LIS
31727 41726 HV AMS LPA
31728 41727 HV AMS MLA
31729 41728 HV AMS NAP
31730 41729 HV AMS NCE
31731 41730 HV AMS OPO
31732 41731 HV AMS PFO
31733 41732 HV AMS PMI
31734 41733 HV AMS PMO
31735 41734 HV AMS PSA
31736 41735 HV AMS PVK
31737 41736 HV AMS RAK
31738 41737 HV AMS RHO
31739 41738 HV AMS SAW
31740 41739 HV AMS SKG
31741 41740 HV AMS SMI
31742 41741 HV AMS SPC
31743 41742 HV AMS SUF
31744 41743 HV AMS SVQ
31745 41744 HV AMS TFS
31746 41745 HV AMS TLV
31747 41746 HV AMS TRN
31748 41747 HV AMS VCE
31749 41748 HV AMS VLC
31750 41749 HV AMS VRN
31751 41750 HV AMS ZTH
31752 41751 HV ATH AMS
31753 41752 HV ATH EIN
31754 41753 HV AYT AMS
31755 41754 HV AYT EIN
31756 41755 HV AYT GRQ
31757 41756 HV AYT RTM
31758 41757 HV BCN AMS
31759 41758 HV BCN EIN
31760 41759 HV BCN RTM
31761 41760 HV BJV ADB
31762 41761 HV BJV AMS
31763 41762 HV BJV EIN
31764 41763 HV BJV RTM
31765 41764 HV BLQ EIN
31766 41765 HV BRI AMS
31767 41766 HV BUD RTM
31768 41767 HV CFU AMS
31769 41768 HV CFU EFL
31770 41769 HV CHQ AMS
31771 41770 HV CHQ ZTH
31772 41771 HV CMN AMS
31773 41772 HV CPH EIN
31774 41773 HV CTA AMS
31775 41774 HV DLM AMS
31776 41775 HV DLM RTM
31777 41776 HV EBL AMS
31778 41777 HV EFL AMS
31779 41778 HV EGC RTM
31780 41779 HV EIN AGP
31781 41780 HV EIN ALC
31782 41781 HV EIN ATH
31783 41782 HV EIN AYT
31784 41783 HV EIN BCN
31785 41784 HV EIN BJV
31786 41785 HV EIN BLQ
31787 41786 HV EIN CPH
31788 41787 HV EIN DLM
31789 41788 HV EIN FAO
31790 41789 HV EIN GRQ
31791 41790 HV EIN IBZ
31792 41791 HV EIN INN
31793 41792 HV EIN LIS
31794 41793 HV EIN LPA
31795 41794 HV EIN MAD
31796 41795 HV EIN NAP
31797 41796 HV EIN NCE
31798 41797 HV EIN PMI
31799 41798 HV EIN RTM
31800 41799 HV EIN SAW
31801 41800 HV EIN TXL
31802 41801 HV EIN VCE
31803 41802 HV EIN VLC
31804 41803 HV FAO AMS
31805 41804 HV FAO EIN
31806 41805 HV FAO GRQ
31807 41806 HV FAO RTM
31808 41807 HV FAO SID
31809 41808 HV FCO RTM
31810 41809 HV FNC AMS
31811 41810 HV FUE ACE
31812 41811 HV FUE AMS
31813 41812 HV GRO AMS
31814 41813 HV GRO RTM
31815 41814 HV GRQ FAO
31816 41815 HV GRQ LPA
31817 41816 HV GRQ MST
31818 41817 HV GRQ PMI
31819 41818 HV HER AMS
31820 41819 HV HER GRQ
31821 41820 HV HER RTM
31822 41821 HV IBZ AMS
31823 41822 HV IBZ EIN
31824 41823 HV IBZ RTM
31825 41824 HV INN AMS
31826 41825 HV INN EIN
31827 41826 HV JKH MJT
31828 41827 HV JMK JTR
31829 41828 HV JTR AMS
31830 41829 HV JTR VOL
31831 41830 HV KGS AMS
31832 41831 HV KIT KLX
31833 41832 HV KLX AMS
31834 41833 HV LEI AMS
31835 41834 HV LIS AMS
31836 41835 HV LIS EIN
31837 41836 HV LPA ACE
31838 41837 HV LPA AMS
31839 41838 HV LPA EIN
31840 41839 HV MAD EIN
31841 41840 HV MAD RTM
31842 41841 HV MJT AMS
31843 41842 HV MLA AMS
31844 41843 HV MLA NBE
31845 41844 HV MPL RTM
31846 41845 HV MST AYT
31847 41846 HV MST HER
31848 41847 HV NAP AMS
31849 41848 HV NAP EIN
31850 41849 HV NBE AMS
31851 41850 HV NCE AMS
31852 41851 HV NCE EIN
31853 41852 HV NCE RTM
31854 41853 HV OLB AMS
31855 41854 HV OPO AMS
31856 41855 HV PFO AMS
31857 41856 HV PMI AMS
31858 41857 HV PMI EIN
31859 41858 HV PMI GRQ
31860 41859 HV PMI RTM
31861 41860 HV PMO CTA
31862 41861 HV PRG RTM
31863 41862 HV PSA AMS
31864 41863 HV PVK AMS
31865 41864 HV RAK AGA
31866 41865 HV RAK AMS
31867 41866 HV RAK RTM
31868 41867 HV RHO AMS
31869 41868 HV RHO EIN
31870 41869 HV RTM AGP
31871 41870 HV RTM ALC
31872 41871 HV RTM AYT
31873 41872 HV RTM BCN
31874 41873 HV RTM BJV
31875 41874 HV RTM BUD
31876 41875 HV RTM EGC
31877 41876 HV RTM EIN
31878 41877 HV RTM FAO
31879 41878 HV RTM FCO
31880 41879 HV RTM GRO
31881 41880 HV RTM HER
31882 41881 HV RTM IBZ
31883 41882 HV RTM MAD
31884 41883 HV RTM MPL
31885 41884 HV RTM NCE
31886 41885 HV RTM PMI
31887 41886 HV RTM PRG
31888 41887 HV RTM RAK
31889 41888 HV RTM RHO
31890 41889 HV RTM SAW
31891 41890 HV RTM SPU
31892 41891 HV RTM TLN
31893 41892 HV RTM VIE
31894 41893 HV RTM VLC
31895 41894 HV SAW AMS
31896 41895 HV SAW EIN
31897 41896 HV SAW RTM
31898 41897 HV SID AMS
31899 41898 HV SKG AMS
31900 41899 HV SMI RHO
31901 41900 HV SPC AMS
31902 41901 HV SPU RTM
31903 41902 HV SUF CTA
31904 41903 HV SVQ AMS
31905 41904 HV SVQ LEI
31906 41905 HV TFS AMS
31907 41906 HV TFS LPA
31908 41907 HV TLN RTM
31909 41908 HV TLV AMS
31910 41909 HV TRN AMS
31911 41910 HV TXL EIN
31912 41911 HV VCE AMS
31913 41912 HV VCE EIN
31914 41913 HV VIE RTM
31915 41914 HV VLC AMS
31916 41915 HV VLC EIN
31917 41916 HV VLC RTM
31918 41917 HV VOL AMS
31919 41918 HV VRN AMS
31920 41919 HV ZTH AMS
31921 41920 HW YEV YGH
31922 41921 HW YGH YEV
31923 41922 HW YGH YVQ
31924 41923 HW YVQ YGH
31925 41924 HW YVQ ZFN
31926 41925 HW YWJ YZF
31927 41926 HW YWJ ZFN
31928 41927 HW YZF YWJ
31929 41928 HW ZFN YVQ
31930 41929 HW ZFN YWJ
31931 41930 HX BKK HKG
31932 41931 HX CKG HKG
31933 41932 HX CTU HKG
31934 41933 HX DPS HKG
31935 41934 HX FOC HKG
31936 41935 HX HAK HKG
31937 41936 HX HAN HKG
31938 41937 HX HGH HKG
31939 41938 HX HKG BKK
31940 41939 HX HKG CKG
31941 41940 HX HKG CTU
31942 41941 HX HKG DPS
31943 41942 HX HKG FOC
31944 41943 HX HKG HAK
31945 41944 HX HKG HAN
31946 41945 HX HKG HGH
31947 41946 HX HKG KOJ
31948 41947 HX HKG KWE
31949 41948 HX HKG KWL
31950 41949 HX HKG NKG
31951 41950 HX HKG NNG
31952 41951 HX HKG OKA
31953 41952 HX HKG PEK
31954 41953 HX HKG PVG
31955 41954 HX HKG SGN
31956 41955 HX HKG SHA
31957 41956 HX HKG SYX
31958 41957 HX HKG TPE
31959 41958 HX HKG TSN
31960 41959 HX HKG TYN
31961 41960 HX HKG XMN
31962 41961 HX HKG XUZ
31963 41962 HX HRB HKG
31964 41963 HX KOJ HKG
31965 41964 HX KWE HKG
31966 41965 HX KWL HKG
31967 41966 HX NKG HKG
31968 41967 HX NNG HKG
31969 41968 HX OKA HKG
31970 41969 HX PEK HKG
31971 41970 HX PVG HKG
31972 41971 HX SGN HKG
31973 41972 HX SHA HKG
31974 41973 HX SYX HKG
31975 41974 HX TPE HKG
31976 41975 HX TSN HKG
31977 41976 HX TYN HKG
31978 41977 HX XMN HKG
31979 41978 HX XUZ HKG
31980 41979 HY AER TAS
31981 41980 HY ALA TAS
31982 41981 HY ATQ TAS
31983 41982 HY AZN DME
31984 41983 HY AZN LED
31985 41984 HY AZN TAS
31986 41985 HY BHK DME
31987 41986 HY BHK LED
31988 41987 HY BHK TAS
31989 41988 HY BKK TAS
31990 41989 HY CDG TAS
31991 41990 HY CDG UGC
31992 41991 HY DEL TAS
31993 41992 HY DME AZN
31994 41993 HY DME BHK
31995 41994 HY DME FEG
31996 41995 HY DME KSQ
31997 41996 HY DME NCU
31998 41997 HY DME NMA
31999 41998 HY DME NVI
32000 41999 HY DME SKD
32001 42000 HY DME TAS
32002 42001 HY DME TMJ
32003 42002 HY DME UGC
32004 42003 HY DXB TAS
32005 42004 HY FCO TAS
32006 42005 HY FEG DME
32007 42006 HY FEG KZN
32008 42007 HY FEG LED
32009 42008 HY FEG TAS
32010 42009 HY FRA TAS
32011 42010 HY FRU TAS
32012 42011 HY GYD TAS
32013 42012 HY ICN TAS
32014 42013 HY IST TAS
32015 42014 HY JFK RIX
32016 42015 HY KBP TAS
32017 42016 HY KGD TAS
32018 42017 HY KJA TAS
32019 42018 HY KRR TAS
32020 42019 HY KSQ DME
32021 42020 HY KSQ LED
32022 42021 HY KSQ TAS
32023 42022 HY KUF TAS
32024 42023 HY KUL SIN
32025 42024 HY KUL TAS
32026 42025 HY KZN FEG
32027 42026 HY KZN SKD
32028 42027 HY KZN TAS
32029 42028 HY LED AZN
32030 42029 HY LED BHK
32031 42030 HY LED FEG
32032 42031 HY LED KSQ
32033 42032 HY LED NMA
32034 42033 HY LED NVI
32035 42034 HY LED SKD
32036 42035 HY LED TAS
32037 42036 HY LED UGC
32038 42037 HY LHR TAS
32039 42038 HY MRV TAS
32040 42039 HY MXP UGC
32041 42040 HY NCU DME
32042 42041 HY NCU TAS
32043 42042 HY NMA DME
32044 42043 HY NMA LED
32045 42044 HY NMA OVB
32046 42045 HY NMA SVX
32047 42046 HY NMA TAS
32048 42047 HY NRT TAS
32049 42048 HY NVI DME
32050 42049 HY NVI LED
32051 42050 HY NVI TAS
32052 42051 HY OVB NMA
32053 42052 HY OVB TAS
32054 42053 HY PEK TAS
32055 42054 HY RIX JFK
32056 42055 HY RIX TAS
32057 42056 HY ROV TAS
32058 42057 HY SHJ TAS
32059 42058 HY SIN KUL
32060 42059 HY SIN TAS
32061 42060 HY SKD DME
32062 42061 HY SKD KZN
32063 42062 HY SKD LED
32064 42063 HY SKD TAS
32065 42064 HY SVX NMA
32066 42065 HY SVX TAS
32067 42066 HY TAS AER
32068 42067 HY TAS ALA
32069 42068 HY TAS ATQ
32070 42069 HY TAS AZN
32071 42070 HY TAS BHK
32072 42071 HY TAS BKK
32073 42072 HY TAS CDG
32074 42073 HY TAS DEL
32075 42074 HY TAS DME
32076 42075 HY TAS DXB
32077 42076 HY TAS FCO
32078 42077 HY TAS FEG
32079 42078 HY TAS FRA
32080 42079 HY TAS FRU
32081 42080 HY TAS GYD
32082 42081 HY TAS ICN
32083 42082 HY TAS IST
32084 42083 HY TAS KBP
32085 42084 HY TAS KGD
32086 42085 HY TAS KJA
32087 42086 HY TAS KRR
32088 42087 HY TAS KSQ
32089 42088 HY TAS KUF
32090 42089 HY TAS KUL
32091 42090 HY TAS KZN
32092 42091 HY TAS LED
32093 42092 HY TAS LHR
32094 42093 HY TAS MRV
32095 42094 HY TAS MXP
32096 42095 HY TAS NCU
32097 42096 HY TAS NMA
32098 42097 HY TAS NRT
32099 42098 HY TAS NVI
32100 42099 HY TAS OVB
32101 42100 HY TAS PEK
32102 42101 HY TAS PRG
32103 42102 HY TAS RIX
32104 42103 HY TAS ROV
32105 42104 HY TAS SHJ
32106 42105 HY TAS SIN
32107 42106 HY TAS SKD
32108 42107 HY TAS SVX
32109 42108 HY TAS TJM
32110 42109 HY TAS TLV
32111 42110 HY TAS TMJ
32112 42111 HY TAS TSE
32113 42112 HY TAS UFA
32114 42113 HY TAS UGC
32115 42114 HY TAS URC
32116 42115 HY TAS VOG
32117 42116 HY TJM TAS
32118 42117 HY TLV TAS
32119 42118 HY TMJ DME
32120 42119 HY TMJ TAS
32121 42120 HY TSE TAS
32122 42121 HY UFA TAS
32123 42122 HY UGC BHK
32124 42123 HY UGC DME
32125 42124 HY UGC LED
32126 42125 HY UGC TAS
32127 42126 HY UGC VOG
32128 42127 HY URC TAS
32129 42128 HY VOG TAS
32130 42129 HY VOG UGC
32131 42130 HZ BVV UUS
32132 42131 HZ CTS UUS
32133 42132 HZ DEE UUS
32134 42133 HZ EKS UUS
32135 42134 HZ HRB KHV
32136 42135 HZ ICN UUS
32137 42136 HZ KHV HRB
32138 42137 HZ KHV UUS
32139 42138 HZ NRT UUS
32140 42139 HZ OHH UUS
32141 42140 HZ UUS BVV
32142 42141 HZ UUS CTS
32143 42142 HZ UUS DEE
32144 42143 HZ UUS EKS
32145 42144 HZ UUS HRB
32146 42145 HZ UUS NRT
32147 42146 HZ UUS OHH
32148 42147 I4 KLW KTN
32149 42148 I4 KTN KLW
32150 42149 I6 BHV KHI
32151 42150 I6 BHV LHE
32152 42151 I6 ISB KHI
32153 42152 I6 ISB UET
32154 42153 I6 KHI BHV
32155 42154 I6 KHI ISB
32156 42155 I6 KHI LHE
32157 42156 I6 KHI LYP
32158 42157 I6 KHI MUX
32159 42158 I6 KHI PEW
32160 42159 I6 KHI UET
32161 42160 I6 LHE BHV
32162 42161 I6 LHE KHI
32163 42162 I6 LHE UET
32164 42163 I6 LYP KHI
32165 42164 I6 MUX KHI
32166 42165 I6 PEW KHI
32167 42166 I6 UET ISB
32168 42167 I6 UET KHI
32169 42168 I6 UET LHE
32170 42169 I8 DME IJK
32171 42170 I8 DME KRO
32172 42171 I8 IJK DME
32173 42172 I8 IJK LED
32174 42173 I8 IJK SVX
32175 42174 I8 KRO DME
32176 42175 I8 LED IJK
32177 42176 I8 SVX IJK
32178 42177 I9 FOR MXP
32179 42178 I9 LIN NAP
32180 42179 I9 MXP FOR
32181 42180 I9 NAP LIN
32182 42181 IB AAL BCN
32183 42182 IB ABZ LHR
32184 42183 IB ACC MAD
32185 42184 IB ACE BCN
32186 42185 IB ACE BIO
32187 42186 IB ACE LGW
32188 42187 IB ACE MAD
32189 42188 IB AGP AMS
32190 42189 IB AGP BCN
32191 42190 IB AGP BIO
32192 42191 IB AGP BRU
32193 42192 IB AGP CMN
32194 42193 IB AGP CPH
32195 42194 IB AGP CWL
32196 42195 IB AGP DME
32197 42196 IB AGP FCO
